N,P,K,temperature,humidity,ph,rainfall,label,previous_week_avg,previous_month_avg,daily_price,price_change_percentage
26,64,22,25.95058595,40.58227261,5.16516459,109.1821183,pigeonpeas,2245.85,4306.43,1921.26,-14.45
23,55,16,21.01142393,69.69141302,5.111488821,185.2039114,pigeonpeas,2141.39,3927.24,2236.13,4.42
4,69,19,19.25100056,47.70351758,5.374358869,149.063196,pigeonpeas,2281.84,4021.61,2574.17,12.81
20,67,19,19.24462755,50.54495302,5.671419084,180.6465282,pigeonpeas,2114.28,4297.99,2020.17,-4.45
7,74,17,22.47253208,62.56532471,5.667419697,96.74706956,pigeonpeas,2122.51,4118.57,1967.64,-7.3
17,64,18,36.75087487,58.25799145,6.07938452,124.6028153,pigeonpeas,2159.2,4047.13,2355.49,9.09
35,71,17,29.89286629,66.35375127,6.931924963,198.1403003,pigeonpeas,2210.06,4048.74,2283.21,3.31
11,72,22,29.37735586,44.82294584,6.842744374,172.40168,pigeonpeas,2245.46,4033.27,2187.22,-2.59
20,60,22,29.65052947,42.89833235,6.876572503,186.9226052,pigeonpeas,2126.61,3996.68,2242.16,5.43
10,71,18,19.54284889,66.34777265,6.151029296,173.1106982,pigeonpeas,2138.52,4134.28,2272.63,6.27
33,61,24,20.04611791,48.93905624,4.567446499,122.4564203,pigeonpeas,2123.61,4151.14,1968.52,-7.3
3,49,18,27.91095209,64.70930606,3.692863601,32.67891866,mothbeans,1133.75,4903.15,1237.83,9.18
22,59,23,27.32220619,51.27868781,4.371745575,36.5037914,mothbeans,1051.21,4727.09,1093.2,3.99
36,58,25,28.66024187,59.3189118,8.399135958,36.92629678,mothbeans,1131.45,4950.37,1239.79,9.58
4,43,18,29.02955344,61.09387478,8.840656256,72.98016599,mothbeans,1118.01,4800.96,1021.43,-8.64
29,54,16,27.78031515,54.65030015,8.153022903,32.05025323,mothbeans,1063.37,4874.14,1171.79,10.2
32,43,22,31.99928579,54.1077461,5.270749441,71.6266696,mothbeans,1121.17,4851.1,1032.67,-7.89
14,55,15,27.33580911,55.27755933,8.050304395,73.44775287,mothbeans,1097.27,4819.65,1203.47,9.68
5,35,20,28.92952635,53.57014709,9.679240873,66.35634104,mothbeans,1025.92,4976.75,901.44,-12.13
25,57,24,27.65472156,58.59986279,6.974978386,36.94255012,mothbeans,1065.94,4890.44,1093.64,2.6
11,53,24,28.52396666,55.77264351,7.39389918,61.32935611,mothbeans,974.77,5004.48,1080.86,10.88
40,49,17,31.02215872,45.89239456,6.68727523,53.56783314,mothbeans,984.52,4748.02,843.82,-14.29
38,56,25,25.74095321,45.38497051,7.88118645,67.43488235,mothbeans,1069.56,4952.57,1084.54,1.4
27,43,23,31.70447482,56.85420099,5.875333778,44.94317432,mothbeans,987.56,4866.09,1015.55,2.83
24,38,22,24.47876451,58.51663927,8.202706015,34.96933295,mothbeans,1040.52,5104.84,927.03,-10.91
23,45,21,31.46511256,51.79939437,8.985348193,74.44330654,mothbeans,1080.2,4871.46,1056.93,-2.15
29,57,20,25.60973447,50.7330069,5.87707519,53.39249517,mothbeans,1084.69,4986.7,1244.55,14.74
31,35,23,30.30260453,47.18283631,7.707595055,68.04039813,mothbeans,966.85,4751.37,1031.92,6.73
0,55,25,28.17489437,43.6672299,4.524171562,45.78172762,mothbeans,1056.85,4819.39,923.5,-12.62
7,45,22,25.50634557,44.8302551,9.926212291,74.32635105,mothbeans,958.3,5067.41,869.71,-9.24
17,58,25,31.12896766,43.58788762,6.455592696,32.76742894,mothbeans,1005.84,4800.39,962.08,-4.35
11,44,17,26.34043268,55.59160391,8.016210782,35.1051197,mothbeans,955.05,4917.35,831.16,-12.97
22,49,22,28.23494706,61.5620517,3.71105919,72.66666443,mothbeans,1101.24,4803.21,1114.46,1.2
9,51,19,27.04453473,49.32609633,5.49091063,48.25207759,mothbeans,1117.18,4970.08,1128.23,0.99
28,48,15,25.16125354,55.25435777,9.254089438,40.89732789,mothbeans,1006.04,4842.93,1057.19,5.08
26,50,19,27.3179125,51.66921088,6.005242945,32.55919573,mothbeans,1140,4974.47,1159.76,1.73
36,56,20,25.4123765,49.66474269,7.437078236,31.87416982,mothbeans,1087.3,4895.81,943.82,-13.2
8,60,18,31.21629982,46.01868196,3.808429173,53.1205277,mothbeans,1053.63,5092.78,951,-9.74
24,37,21,30.573999,58.22686794,5.818219385,62.74803826,mothbeans,1079.17,4790.1,1090.77,1.07
22,43,24,25.42517036,53.2208266,4.52363558,46.19374559,mothbeans,960.5,4889.88,1034.31,7.68
36,43,24,27.09400578,43.65305437,3.510404312,41.53749535,mothbeans,1010.68,4975.69,1100.26,8.86
22,44,24,24.30935081,56.32938343,6.030447288,58.99536268,mothbeans,1126.6,4803.59,1092.57,-3.02
17,43,22,30.06142622,45.90067655,5.498340808,41.0550915,mothbeans,971.65,5106.72,1096.12,12.81
8,45,15,28.09568993,60.9835384,4.61136408,33.84110759,mothbeans,1049.16,5046.54,1055.76,0.63
7,56,23,26.33908791,40.00933429,5.545219232,55.50429227,mothbeans,1065.89,4745.38,1147.52,7.66
36,57,16,28.61409059,57.14218792,8.292875734,57.02891698,mothbeans,966.71,5040.16,1048.5,8.46
11,45,19,28.70012137,44.359648,3.828031463,44.11622138,mothbeans,1082.92,4724.19,1018.96,-5.91
6,36,22,24.21610338,59.79236306,8.869532817,42.24783476,mothbeans,993.79,4853.78,870.85,-12.37
17,57,20,28.50677929,45.20094476,3.793575185,66.1761456,mothbeans,1128.56,4931.25,1062.72,-5.83
4,47,20,25.97948991,64.95585424,4.193189124,72.19245835,mothbeans,1020.57,4888.61,1051.37,3.02
9,49,16,30.88482722,41.36561835,7.661537348,55.053805,mothbeans,1044.3,5077.49,1043.35,-0.09
25,51,24,25.5042419,61.66852372,9.392694614,65.07981523,mothbeans,1139.6,5050.3,1039.95,-8.74
36,44,21,25.12528913,51.33189406,4.516154055,38.48678973,mothbeans,1127.29,4756.28,1234.65,9.52
21,38,20,27.10508014,63.56791363,5.794289715,62.20279647,mothbeans,1017.29,5060.92,1129.62,11.04
37,57,20,31.1006247,44.82069159,7.354286985,70.79934452,mothbeans,1102.35,5025.74,1037.76,-5.86
32,48,18,26.45707778,56.40226277,5.993513566,64.16167699,mothbeans,957.35,4870.92,863.58,-9.79
29,44,20,30.04132304,63.56222995,8.620107545,31.83192392,mothbeans,1080.16,4848.17,1234.28,14.27
25,51,18,27.77799528,54.82130787,9.45949344,50.28438729,mothbeans,1069.36,5038.72,951.47,-11.02
10,44,24,30.99256944,43.02151392,8.0344125,58.27600682,mothbeans,1113.57,5078.83,1109.25,-0.39
23,35,18,26.4908332,47.36534833,5.414492777,36.99362831,mothbeans,1062.42,5015.65,958.78,-9.76
9,60,23,31.96987867,57.17377029,6.276004336,64.25520357,mothbeans,1041.68,4869.19,931.17,-10.61
3,58,21,25.36140526,46.82652785,9.160691747,55.60523179,mothbeans,1014.68,4737,870.34,-14.23
22,42,22,25.54249137,56.96640758,7.887658711,48.46797044,mothbeans,968.2,5094.98,982.59,1.49
12,39,21,28.99319096,62.85948245,8.183844843,70.4713043,mothbeans,1134.33,4882.73,1070.29,-5.65
39,36,22,29.34317422,60.50320928,9.072011412,34.03335472,mothbeans,1042.4,4885.53,919.08,-11.83
32,41,16,28.63618921,61.39451307,7.702287236,68.54877876,mothbeans,1069.33,4796.14,1107.69,3.59
30,41,15,24.83206631,44.17085032,5.88509677,52.0810886,mothbeans,1071.21,4770.54,930.24,-13.16
19,36,22,25.44689075,58.55363573,6.16496284,57.04826619,mothbeans,1097.32,4893.65,951.87,-13.26
4,46,15,31.01274943,62.40392519,3.504752314,63.77192383,mothbeans,1140.14,4732.84,1206.85,5.85
21,39,20,27.06179658,52.3003173,7.388007483,60.74583498,mothbeans,1137.9,4805.4,1015.77,-10.73
35,57,25,27.0956288,42.26206161,8.340398059,71.1271039,mothbeans,965.45,4831.04,849.9,-11.97
22,55,24,28.56800579,57.30636014,8.66077954,64.53027638,mothbeans,1079.6,4734.65,1082.65,0.28
35,51,17,28.79929247,49.84213387,3.558822825,40.85534718,mothbeans,1140.51,5035.32,1179.93,3.46
17,56,17,27.94293692,45.41393636,5.9565851,69.66289997,mothbeans,1002.42,4959.29,1010.55,0.81
28,57,17,30.47757686,61.58245338,9.416003106,61.86633917,mothbeans,1026.39,4762.01,1145.43,11.6
22,36,16,30.58139475,50.77148138,8.18422855,64.58559639,mothbeans,1031.13,4787.58,990.22,-3.97
11,41,19,26.85911286,41.81420849,5.131779302,44.13827124,mothbeans,1023.99,5040.74,1095.76,7.01
38,38,18,26.31051759,61.18749126,6.294130313,35.73403813,mothbeans,1095.03,4714.14,1067.49,-2.51
23,37,24,28.77833449,44.2252605,7.991902443,33.95825723,mothbeans,1037.44,4717.41,962.69,-7.21
25,35,20,28.90245417,43.35365671,8.923095695,71.90018566,mothbeans,1093.23,4764.57,1104.81,1.06
40,45,20,29.37687468,57.69622912,6.878498176,38.34303462,mothbeans,984.21,4714.58,907.8,-7.76
23,58,19,24.17093241,58.25204566,5.243634849,59.18953429,mothbeans,1136.34,5030.34,1293.01,13.79
2,56,23,26.65333029,59.79023382,7.550090941,36.91852635,mothbeans,1038.74,4753.62,1053.69,1.44
3,56,17,28.19912143,53.50567601,8.709291688,52.13580529,mothbeans,1032.04,5047.47,907.6,-12.06
26,51,25,28.76488954,52.62741529,7.792508068,55.21606732,mothbeans,1038.82,4769.75,984.18,-5.26
39,42,20,29.3499706,61.25353851,8.055908858,40.82840673,mothbeans,1088.64,4900.14,1048.11,-3.72
27,59,20,28.00937423,52.60950014,4.397698806,36.01203025,mothbeans,1020.06,4893.51,1107.28,8.55
24,45,19,26.85851927,48.8246387,5.952384957,34.7426459,mothbeans,1119.59,5091.86,1215.95,8.61
7,40,17,31.2123945,40.92604945,8.532078733,53.78769958,mothbeans,1004.25,4984.98,985.45,-1.87
15,45,23,24.20422636,61.43378674,7.224193642,46.0203959,mothbeans,992.1,5046.08,854.72,-13.85
26,52,23,29.98835437,49.60384796,4.931890506,52.92929636,mothbeans,1121.52,4894.32,1167.68,4.12
20,45,16,29.93964907,54.61813464,4.626212446,45.43669946,mothbeans,1073.04,5067.78,1117.04,4.1
34,54,24,31.2119298,41.55934359,5.026003659,68.80141783,mothbeans,1063.96,4736.39,1069.84,0.55
19,51,25,26.80474415,48.23991436,3.5253661,43.87801983,mothbeans,971.2,5004.7,974.76,0.37
29,41,21,31.49398069,62.84916863,8.86979671,64.56807592,mothbeans,1077.21,4726.4,943.03,-12.46
20,50,22,30.99694676,46.42693735,9.406887533,38.31597852,mothbeans,1084.43,4738.56,944.95,-12.86
11,40,23,29.61253065,63.04749127,5.80428611,50.1978269,mothbeans,943.59,5092.33,1010.82,7.12
15,54,15,29.97604322,57.03184356,8.35495812,44.86052932,mothbeans,1011.82,4828.34,966.2,-4.51
35,55,22,30.88883074,52.62696801,8.634929739,55.51932414,mothbeans,1096.1,4974.28,992.58,-9.44
9,59,25,30.39321309,60.16299493,7.699200949,35.37493212,mothbeans,975.99,4749.09,1022.93,4.81
40,45,18,30.43683729,55.20522037,5.261285926,30.92014047,mothbeans,1094.04,4815.75,936.81,-14.37
35,38,19,25.32688786,63.18180319,9.112771682,32.71129281,mothbeans,957.6,5096.87,898.84,-6.14
14,58,17,30.53684308,59.96664731,4.605700542,33.48919022,mothbeans,1095.01,4959.59,1056.23,-3.54
40,55,18,30.38257873,40.5926071,7.115994051,47.95406479,mothbeans,982.31,4758.28,1016.2,3.45
18,36,23,24.01825377,53.76623369,7.214078621,35.03404425,mothbeans,1096.1,4967.29,1106.06,0.91
35,52,15,28.69841277,61.14754363,9.93509073,65.67591794,mothbeans,949.56,5097.13,1034.65,8.96
4,59,22,29.33743412,49.00323081,8.914074888,42.44054315,mothbeans,999.73,5101.72,1030.29,3.06
22,51,16,27.96583691,61.34900107,8.639586199,70.10472076,mothbeans,1057.65,5008.96,1156.57,9.35
33,47,17,24.86803974,48.27531965,8.621514073,63.9187654,mothbeans,1072.46,4760.97,1020.42,-4.85
2,51,17,25.87682261,45.96341933,5.838508699,38.53254678,mothbeans,1126.79,4799.58,1083.58,-3.83
16,51,21,31.01963639,49.9767522,3.532008668,32.81296548,mothbeans,1027.58,4885.49,1062.4,3.39
19,55,20,27.43329405,87.80507732,7.18530147,54.73367631,mungbean,2753.5,2533.29,2440.84,-11.36
8,54,20,28.3340432,80.77275974,7.034214276,38.7976407,mungbean,2604.38,2791.79,2718.3,4.37
36,55,20,27.01470397,84.34262707,6.635968698,55.296354,mungbean,2622.07,2763.4,2906.33,10.84
10,56,16,28.17432665,81.04554836,6.828187499,36.35720652,mungbean,2734.19,2804.59,2530.96,-7.43
22,56,17,29.87888063,87.32761241,6.89077995,44.75215854,mungbean,2715.89,2621.23,2994.54,10.26
9,57,24,29.89232778,89.71503316,7.165121109,42.99498978,mungbean,2710.58,2747.6,2837.57,4.68
34,59,23,28.56212158,83.24855855,6.935804256,56.48265193,mungbean,2600.37,2655.03,2978.47,14.54
31,51,25,27.53592929,85.5701901,7.196774236,53.01899249,mungbean,2752.36,2454.29,2475.59,-10.06
0,49,18,29.68361658,87.93598094,6.990095452,41.82490236,mungbean,2591.23,2727.41,2838.27,9.53
21,39,20,28.14448546,82.1193047,7.064782138,46.75690086,mungbean,2607.59,2639.36,2874.11,10.22
28,35,22,29.53037621,86.73346018,7.156563094,59.87232071,mungbean,2711.45,2653.91,2784.94,2.71
17,52,17,27.88352946,86.45147631,6.364967184,44.64407105,mungbean,2666.56,2556.04,2718.58,1.95
24,42,23,28.22471276,82.35916228,6.428054409,44.01206619,mungbean,2702.66,2786.35,2813.16,4.09
28,46,16,29.008124,84.96089355,6.664187809,45.91011391,mungbean,2717.11,2501.05,2685.77,-1.15
21,38,21,29.75538903,86.45193297,6.637677489,37.54602719,mungbean,2566.75,2535.69,2741.13,6.79
34,60,25,29.78416743,85.16906976,6.79385576,40.77872823,mungbean,2763.25,2476.69,2681.59,-2.96
19,53,22,27.8640132,80.4513142,6.852884643,42.83053902,mungbean,2724.9,2518.63,2769.93,1.65
31,58,15,27.11026483,84.96771717,7.121571293,51.52617423,mungbean,2711.5,2683.41,2457.72,-9.36
19,35,24,27.11030369,83.64274107,6.883308033,49.11964582,mungbean,2635.96,2750.53,2678.84,1.63
24,53,17,28.95451232,89.07866095,6.421271178,57.65901369,mungbean,2565.93,2741.41,2208.22,-13.94
13,47,20,29.21780035,87.93724219,6.54450214,43.1386631,mungbean,2714.03,2518.01,3087,13.74
31,53,16,28.7420098,85.81675947,6.452006451,48.54598575,mungbean,2638.47,2567.79,2360.55,-10.53
28,45,23,29.65021184,80.29868321,6.489259136,56.76278363,mungbean,2626.01,2787.68,3017.02,14.89
31,37,21,27.23924995,86.404241,6.713410626,37.31236904,mungbean,2638.55,2616.46,2814.33,6.66
33,60,15,28.95172351,81.67085323,6.510840928,56.51103293,mungbean,2742.12,2674.24,2652.89,-3.25
34,45,21,28.18837136,82.60629652,6.287380117,37.01110438,mungbean,2647.41,2715.26,2252.85,-14.9
13,57,25,28.30041493,86.20681554,6.86308576,50.47333854,mungbean,2688.8,2579.21,2926.11,8.83
33,57,17,27.89636126,88.71782287,6.78415271,57.79863368,mungbean,2583.48,2672.3,2568.73,-0.57
32,57,22,28.6899851,87.50436797,6.769415888,44.56598352,mungbean,2693.35,2462.96,2757.98,2.4
23,59,25,27.8262623,88.73100226,6.320768488,56.68833819,mungbean,2677.18,2661.28,2760.3,3.1
35,41,18,28.70562673,81.59200689,6.705008504,59.87065439,mungbean,2700.18,2759.01,2513.72,-6.91
6,48,24,28.6362812,84.61431076,6.790736339,48.48319335,mungbean,2729.9,2636.32,2383.52,-12.69
29,36,25,28.28511547,88.4393979,7.130278657,48.56690235,mungbean,2576.6,2570.71,2796.82,8.55
4,36,22,27.60887393,86.13316408,7.012740397,43.80041104,mungbean,2706.42,2752.46,2720.44,0.52
10,59,22,28.60901145,86.99495766,7.155685016,36.94616965,mungbean,2652.93,2496,2516.19,-5.15
14,48,21,29.24598976,84.80084105,6.991242362,53.43228915,mungbean,2651.69,2472.46,2429.43,-8.38
8,50,21,28.62911222,89.1148059,6.218923893,50.49913241,mungbean,2684.53,2731.28,3085.88,14.95
20,40,15,29.57329479,88.07505524,7.199495368,45.04467075,mungbean,2751.51,2694.04,2686.5,-2.36
36,43,22,27.82684262,87.16679147,6.389882166,58.37249772,mungbean,2692.12,2751.28,2383.87,-11.45
14,57,15,29.8757015,83.14796296,6.623438282,40.12044158,mungbean,2646.87,2772.94,2554.63,-3.48
11,60,23,27.33684386,88.50229102,7.033012777,51.09802625,mungbean,2679.26,2672.13,2425.65,-9.47
10,59,15,29.83040388,89.30428305,6.32400451,58.86687093,mungbean,2637.33,2570.82,2262.46,-14.21
7,60,25,28.2753171,82.76020821,6.397636709,56.04995423,mungbean,2569.72,2769.7,2394.78,-6.81
2,47,15,29.86860065,85.99127934,6.401455706,58.41394143,mungbean,2668.5,2556.51,3021.29,13.22
20,45,22,29.5888162,89.9939693,6.904587016,54.96121262,mungbean,2616.74,2608.88,2909.34,11.18
2,39,15,28.07219563,82.9116472,6.478557136,49.61865305,mungbean,2733.27,2511.46,2981.43,9.08
27,40,24,27.84026517,89.99615558,7.063022095,52.84626009,mungbean,2656.52,2630.2,2364.42,-11
35,48,15,27.10818093,87.4512669,6.981758362,55.03723979,mungbean,2581.01,2728.19,2578.27,-0.11
4,59,25,27.68515114,81.94268594,6.227134139,54.62243308,mungbean,2652.26,2728.82,2863.52,7.97
1,48,24,29.34594634,85.60472562,6.232836962,59.03629954,mungbean,2596.67,2681.11,2312.61,-10.94
36,43,21,28.36319404,84.8593608,7.140437859,52.93031105,mungbean,2715.16,2699.8,3087.09,13.7
11,46,24,27.65280218,89.80650642,6.459252023,56.52558045,mungbean,2578.68,2459.84,2410.18,-6.53
34,47,19,27.31372793,85.44815232,6.568795404,53.15223123,mungbean,2617.23,2535.81,2936.21,12.19
21,44,18,27.06909959,86.89934108,7.12851089,50.46746116,mungbean,2614.79,2545.8,2818.27,7.78
17,58,20,28.06642822,85.91625451,6.42937879,39.23831035,mungbean,2654.83,2747.7,2308.67,-13.04
25,40,21,27.73329078,81.13903037,6.248900919,44.17580911,mungbean,2662.4,2450.46,2313.08,-13.12
2,38,18,27.53632932,89.92908171,6.619891498,45.48591922,mungbean,2746.17,2492.72,2772.88,0.97
9,48,20,29.66461594,84.28187572,6.377568542,56.09542002,mungbean,2647.1,2575.95,2964.62,12
37,49,25,29.9145443,85.85384444,6.415459592,41.39081525,mungbean,2569.25,2702.53,2926.42,13.9
36,38,15,28.36363858,87.59810657,6.320662012,57.99524359,mungbean,2676.92,2811.75,2317.35,-13.43
40,58,15,29.46416042,87.60890009,6.978400282,43.15411472,mungbean,2648.64,2541.08,2832.05,6.92
30,44,16,29.73013036,82.89166381,6.442335593,50.91511275,mungbean,2761.14,2539.63,2888.85,4.63
1,59,23,27.46852989,87.17649,7.184398832,43.78420984,mungbean,2604.5,2663.15,2576.32,-1.08
9,48,22,27.77076285,87.09979549,6.402926221,49.50812624,mungbean,2759.29,2680.43,2634.71,-4.51
14,41,17,29.12939524,88.48312598,7.085982325,36.45012824,mungbean,2587.7,2497.52,2374.46,-8.24
35,52,19,27.10606808,89.89593328,6.698574085,37.45680611,mungbean,2615.08,2777.26,2663.11,1.84
31,48,17,28.88078945,86.94206817,6.594739424,53.79732545,mungbean,2669.56,2482.92,2957.98,10.8
4,41,20,28.14720892,83.8001509,6.647965508,37.44800463,mungbean,2709.45,2464.08,2878.39,6.24
30,37,25,29.89129144,80.14487166,7.120032489,54.7960127,mungbean,2673.59,2469.71,2640.14,-1.25
9,35,20,27.41503453,80.98004661,6.91380932,40.53173216,mungbean,2661.82,2503.33,3017.73,13.37
20,41,20,29.27308605,89.4875022,7.073048264,50.9246554,mungbean,2734.88,2704.63,2703.94,-1.13
37,50,23,29.65296893,88.48587386,6.5304707,56.01913159,mungbean,2647.24,2697.41,2683.32,1.36
34,35,21,28.44524991,82.67639542,6.684381357,58.18713162,mungbean,2577.34,2642.02,2814.25,9.19
14,37,15,27.96235681,83.97586797,6.581351374,48.9366954,mungbean,2656.73,2457.8,2884.9,8.59
23,39,22,29.25649321,81.97952224,6.86483915,42.02483277,mungbean,2605.16,2540.47,2343.11,-10.06
5,45,21,28.36291385,88.00989267,6.487124217,43.05130077,mungbean,2630.93,2739.72,2646.23,0.58
22,37,20,27.62749466,86.49366929,6.605733068,39.26137642,mungbean,2605.86,2788.15,2902.6,11.39
40,51,17,28.66086349,86.12194568,6.860602782,50.01534317,mungbean,2739,2532.54,2698.93,-1.46
27,56,20,29.2114218,87.11497805,6.41874299,51.53848218,mungbean,2761.88,2745.82,2370.11,-14.18
31,40,22,29.40889385,86.16063492,6.365513634,53.35486977,mungbean,2577.93,2622.59,2894.41,12.28
38,36,21,28.02952623,84.8845732,6.556372966,36.12042927,mungbean,2672.63,2636.14,2356.3,-11.84
6,37,17,28.08657178,80.35005927,6.760694228,38.14476781,mungbean,2696.24,2765.86,2599.52,-3.59
6,47,18,29.16174608,80.28038146,6.715276663,40.16545979,mungbean,2720.01,2822.81,2478.28,-8.89
24,44,17,29.8596912,80.03499648,6.666380512,50.66487502,mungbean,2669.55,2551.87,2904.09,8.79
25,59,19,29.06631494,83.6869203,6.626629798,43.95183726,mungbean,2680.4,2690.85,2919.96,8.94
32,56,21,27.38538997,88.66663953,6.702772465,58.29933073,mungbean,2644.08,2803.05,2670.28,0.99
8,45,18,27.93034941,85.42058715,7.011030515,43.25095608,mungbean,2596.48,2715.38,2824.91,8.8
19,39,17,29.2808618,81.8009244,6.890156495,44.47427436,mungbean,2628.24,2779.89,2948.47,12.18
39,37,15,28.9973145,83.78911515,6.821747052,59.84499208,mungbean,2620.27,2830.43,2337.84,-10.78
33,37,19,27.92678579,86.5543196,7.183189922,43.4826194,mungbean,2605.29,2510.71,2913.23,11.82
26,54,17,28.5474135,88.9570454,6.27258822,49.4897245,mungbean,2695.74,2497.86,2647.48,-1.79
21,51,15,29.36488409,89.1886954,6.679127482,48.30159325,mungbean,2687.94,2470.4,2996.31,11.47
22,54,20,28.56149805,83.63802195,6.689825155,41.013132,mungbean,2725.61,2639.1,3107.57,14.01
29,45,16,28.43683487,87.91332682,6.583381939,43.12063289,mungbean,2648.44,2830.66,2781.86,5.04
4,40,21,28.79728147,80.45744422,6.725551062,44.30070517,mungbean,2691.82,2503.4,3000.24,11.46
10,37,22,28.7275267,89.12760359,7.069747814,58.52974279,mungbean,2650.38,2501.91,2262.85,-14.62
4,44,19,27.95639663,83.52706038,6.921993878,43.25726752,mungbean,2676.84,2647.98,2852.99,6.58
20,45,17,28.17458662,83.69659318,6.770955317,37.2464655,mungbean,2742.94,2468.78,2933.43,6.94
23,45,23,28.77653519,86.69133979,6.983130466,56.12443206,mungbean,2602.37,2780.29,2851.47,9.57
25,48,21,28.438097,83.48991368,6.267684328,52.55469976,mungbean,2673.04,2721.11,2524.17,-5.57
56,79,15,29.48439992,63.19915325,7.454532137,71.89090748,blackgram,1357.88,2678.87,1341.29,-1.22
25,62,21,26.73433965,68.13999721,7.040056094,67.15096376,blackgram,1335.21,2547.9,1466.69,9.85
42,61,22,26.27274407,62.28814857,7.418650668,70.23207557,blackgram,1330.69,2419.72,1415.33,6.36
42,73,25,34.03679184,67.21113844,6.501869314,73.23573601,blackgram,1428.85,2390.47,1317.35,-7.8
44,58,18,28.03644051,65.06601664,6.814410928,72.49507741,blackgram,1292.04,2489.39,1272.8,-1.49
50,55,16,28.81460716,65.33538112,7.581442888,62.26242533,blackgram,1413.42,2610.67,1464.7,3.63
35,72,21,34.03619494,64.28791388,7.741418772,66.85510868,blackgram,1334.12,2686.79,1322.63,-0.86
30,64,20,33.8642935,61.57072498,6.573531614,68.02199825,blackgram,1459.47,2603.87,1295.83,-11.21
27,64,21,32.84213012,68.68401492,7.543804223,73.67166182,blackgram,1398.89,2480.26,1477.09,5.59
50,74,17,27.10053268,63.36085585,6.5408208,73.84949872,blackgram,1277.58,2420.17,1413.92,10.67
39,73,24,25.65842532,61.18235808,7.22405917,69.28607828,blackgram,1309.09,2685.03,1222.41,-6.62
57,67,25,32.34744009,66.61452812,7.551364319,64.55882254,blackgram,1392.23,2627.87,1397.52,0.38
52,63,19,29.58949031,68.32176769,6.928898659,67.53021213,blackgram,1324.71,2435.27,1139.19,-14
55,66,22,30.91219459,68.79427388,7.747775263,66.63830637,blackgram,1324.44,2611.48,1498.59,13.15
51,56,18,28.12787838,64.2097765,6.706505915,70.86340755,blackgram,1437.89,2656.64,1562.32,8.65
36,66,15,30.08545364,69.34811988,6.668238556,67.1367443,blackgram,1396.65,2454.33,1567.26,12.22
59,55,19,31.74379487,62.51007687,7.332375138,68.97097538,blackgram,1397.8,2574.39,1234.67,-11.67
50,58,23,27.81326852,62.50460464,7.596802025,69.75555541,blackgram,1353.06,2534.36,1501.04,10.94
30,65,25,32.88733849,64.59457409,7.70650895,71.50569456,blackgram,1372.98,2502.37,1569.37,14.3
20,62,18,29.36358721,64.98742947,7.366542647,61.91208707,blackgram,1285.79,2519.23,1109.13,-13.74
58,71,15,27.82592799,67.5861883,6.919243702,74.01229707,blackgram,1411.63,2717.44,1318.48,-6.6
25,71,24,28.49538735,60.44848407,7.187721818,74.91559514,blackgram,1435.32,2467.1,1612.2,12.32
52,71,16,27.74274761,68.53997144,7.075886472,71.78615328,blackgram,1414.44,2672.18,1209.91,-14.46
40,63,18,30.41588462,67.66323804,6.74441168,63.02473185,blackgram,1456.21,2640.88,1370.91,-5.86
20,60,25,27.3254209,69.09047809,6.726469088,61.19250859,blackgram,1429.53,2462.82,1589.39,11.18
48,61,21,30.28496619,61.69295127,6.628264883,65.62859526,blackgram,1286.17,2631.69,1301.87,1.22
49,68,22,28.56840626,61.53278622,7.127064207,63.49726331,blackgram,1282.96,2446.97,1095.29,-14.63
48,62,15,25.36586097,66.6379724,7.538631462,65.81655892,blackgram,1357.4,2470.72,1397.45,2.95
32,66,17,34.9466155,65.26774011,7.162357641,70.1415139,blackgram,1323.1,2470.18,1419.63,7.3
21,63,22,25.09737391,67.72837887,6.859409487,74.61649888,blackgram,1273.28,2711.37,1407.84,10.57
20,72,19,32.47648301,64.34848735,7.397190844,65.820457,blackgram,1397.21,2587.5,1561.65,11.77
25,65,21,33.86351172,68.59232289,6.880245789,69.24464096,blackgram,1300.72,2381.8,1199.07,-7.81
41,78,21,25.19857725,60.37332688,6.581313137,70.88787207,blackgram,1422.57,2364.08,1457.91,2.48
53,67,17,31.77681682,69.01852894,7.296972161,61.46892873,blackgram,1462.74,2692.49,1472.15,0.64
39,60,21,34.89814946,63.59948557,6.97297656,64.72797143,blackgram,1276.38,2682.76,1314.28,2.97
25,76,17,31.74105409,68.63525428,7.241148507,62.3061735,blackgram,1286.64,2387.76,1444.75,12.29
21,78,19,27.16159076,66.76017239,6.92009048,69.85112265,blackgram,1397.49,2681.93,1556.38,11.37
57,60,17,26.23773129,67.88521396,7.504608385,73.58663968,blackgram,1378,2557.19,1349.24,-2.09
56,75,15,30.20157245,60.06534859,7.152272256,66.37171179,blackgram,1327.04,2524.05,1436.07,8.22
49,72,15,31.55846339,67.83563765,7.137004749,74.86960831,blackgram,1384.03,2707.22,1360.52,-1.7
24,80,19,29.67892453,69.0854554,6.808041722,65.66436565,blackgram,1385.07,2602.74,1423.17,2.75
49,76,18,27.05365239,67.7017527,7.393631868,60.4693835,blackgram,1404.18,2445.19,1409.39,0.37
28,68,19,34.63880966,61.38597868,7.69950698,72.43169115,blackgram,1284.49,2504.02,1279.74,-0.37
55,78,21,33.39438752,62.93692886,6.602888249,63.57445989,blackgram,1394.09,2730.43,1436.18,3.02
